ActivityID	Title	ProjectID	Zip	StartDate	EndDate	ActivityCount	TotalProjFund	ApproxFunding
23586	Kid's Afterschool Yoga With Auntie Om 	15325	04612	2020-02-26	2020-02-26	21	15000.0	714.2857142857143
24714	Stay Active This Winter	15325	04605	2020-01-25	2020-01-25	21	15000.0	714.2857142857143
17221	2019 HAMA Health Education Tour Stop (New Convenant Church-Cambridge)	10699	02452	2019-08-04	2019-08-04	5	10000.0	2000.0
18881	Outbreak! 2019	10699	01876	2019-08-05	2019-08-05	5	10000.0	2000.0
25474	Tewksbury Public Library, Community Engagement	10699	01876	2020-02-20	2020-02-20	5	10000.0	2000.0
25476	Lowell Community Health Center, Teen Block partnership	10699	01876	2020-03-11	2020-03-11	5	10000.0	2000.0
25480	Tewksbury Senior Center, Community Engagement	10699	01876	2020-01-13	2020-01-13	5	10000.0	2000.0
17417	Mobile Health Literacy Training	13815	20001	2019-06-08	2019-06-08	11	10000.0	909.0909090909091
17420	mobile health literacy workshops  	13815	20001	2019-06-22	2019-06-22	11	10000.0	909.0909090909091
19687	Mobile Health Literacy Training	13815	20018	2019-10-30	2019-10-30	11	10000.0	909.0909090909091
20535	Mobile Health Literacy Training	13815	20019	2019-09-21	2019-09-21	11	10000.0	909.0909090909091
20617	Mobile Health Literacy Training	13815	20019	2019-12-11	2019-12-11	11	10000.0	909.0909090909091
21552	Mobile Health Literacy Training	13815	20011	2020-01-08	2020-01-08	11	10000.0	909.0909090909091
21554	Mobile Health Literacy Training	13815	20001	2020-01-11	2020-01-11	11	10000.0	909.0909090909091
21757	Mobile Health Literacy Training	13815	20011	2020-01-08	2020-01-08	11	10000.0	909.0909090909091
21759	Mobile Health Literacy Training	13815	20001	2020-01-22	2020-01-22	11	10000.0	909.0909090909091
21761	Mobile Health Literacy Training	13815	20001	2020-01-25	2020-01-25	11	10000.0	909.0909090909091
21763	Mobile Health Literacy Training	13815	20001	2020-01-25	2020-01-25	11	10000.0	909.0909090909091
17545	All of Us Journey support	13464	45267-0574	2019-06-21	2019-06-21	4	2800.0	700.0
17547	All of Us Support and Health Fair	13464	45205	2019-06-22	2019-06-22	4	2800.0	700.0
24234	Lunch Time Health Fair at the Library	13464	45202	2019-07-26	2019-07-26	4	2800.0	700.0
24297	Expo4Seniors - Blue Ash YMCA	13464	45242	2019-11-06	2019-11-06	4	2800.0	700.0
17578	AoU CHW Conference Exhibit Booth - Houston 07/2019	12451	77007	2019-07-26	2019-07-26	10	38000.0	3800.0
18616	AoU Northside Health Clinic Health Fair - City of Houston Health Department Houston 08/2019	12451	77093	2019-08-05	2019-08-05	10	38000.0	3800.0
18618	AoU Change Happens Health Fair - Houston 08/2019	12451	77004	2019-08-22	2019-08-22	10	38000.0	3800.0
18620	AoU All of Us Program Overview Presentation - Harris County Library System Houston 08/2019	12451	77033	2019-08-23	2019-08-23	10	38000.0	3800.0
18622	AoU Exhibit Booth - George & Cynthia Woods Mitchell Library Houston 10/2019	12451	77382	2019-10-02	2019-10-02	10	38000.0	3800.0
18901	AoU Exhibit Booth - George Memorial Library Richmond 10/2019	12451	77469	2019-10-16	2019-10-16	10	38000.0	3800.0
21804	AoU Exhibit - George & Cynthia Mitchell Library The Woodland 01/2020	12451	77382	2020-01-15	2020-01-15	10	38000.0	3800.0
21806	AoU Fifth Ward Go Neighbor Health and Wellness Fair - Houston 01/2020	12451	77020	2020-01-25	2020-01-25	10	38000.0	3800.0
21808	AoU Community Health Worker Network Meeting - Houston 01/2020	12451	77020	2020-01-27	2020-01-27	10	38000.0	3800.0
22575	AoU Pink Goes Red Women's Health Symposium Exhibit - Fifth Ward Multi-Service Building Houston 02/2020	12451	77020	2020-02-01	2020-02-01	10	38000.0	3800.0
17589	Bioprinting orientation open house	10016	35294-0013	2019-08-05	2019-08-05	2	13833.0	6916.5
17592	Bioprinting orientation open house	10016	35294-0013	2019-08-23	2019-08-23	2	13833.0	6916.5
17612	Minnesota Rural Health Conference 2019	14090	55802	2019-06-17	2019-06-17	8	2800.0	350.0
17616	Exhibiting at the Minnesota State Fair 2019	14090	55108	2019-08-30	2019-08-30	8	2800.0	350.0
17949	Exhibiting at the  Minnesota Library Association Annual Conference	14090	55372	2019-09-19	2019-09-19	8	2800.0	350.0
17951	Conference Presentation: Engagement: Outreach Librarianship and Connecting With Your Community	14090	55372	2019-09-19	2019-09-19	8	2800.0	350.0
19455	PubMed for Eagan High School Students	14090	55455	2019-10-15	2019-10-15	8	2800.0	350.0
19457	PubMed for Eastview High School Students	14090	55455	2019-10-22	2019-10-22	8	2800.0	350.0
21949	PubMed for Eagan High School Students	14090	55455	2020-01-23	2020-01-23	8	2800.0	350.0
27900	Health Reference: The Basics in Less Than 60 Minutes	14090	55415	2020-10-01	2020-10-01	8	2800.0	350.0
17614	Dining with Diabetes Souderton May 2019	13892	18964	2019-05-15	2019-05-15	12	19995.0	1666.25
18343	Dining with Diabetes Adams County October 2019	13892	17235	2019-10-09	2019-10-09	12	19995.0	1666.25
19354	Dining with Diabetes Berks October 2019	13892	19533	2019-10-07	2019-10-07	12	19995.0	1666.25
19356	Dining with Diabetes Berks Co. October 2019	13892	19533	2019-10-07	2019-10-07	12	19995.0	1666.25
22047	Dining with Diabetes in Indiana County PA	13892	15701	2019-10-31	2019-10-31	12	19995.0	1666.25
23738	Dining with Diabetes in Bedford	13892	15522	2020-02-03	2020-02-03	12	19995.0	1666.25
24281	Dining with Diabetes in Montgomery County	13892	19426	2020-02-05	2020-02-05	12	19995.0	1666.25
24283	Dining with Diabetes in Lehigh County	13892	18104	2020-03-04	2020-03-04	12	19995.0	1666.25
24285	Dining with Diabetes in Berks County	13892	18104	2020-03-04	2020-03-04	12	19995.0	1666.25
24287	Dining with Diabetes in Blair County 	13892	16692	2020-02-13	2020-02-13	12	19995.0	1666.25
24289	Dining with Diabetes in Jefferson County 	13892	15825	2020-01-15	2020-01-15	12	19995.0	1666.25
24291	Dining with Diabetes in Lycoming County 	13892	17756	2020-03-03	2020-03-03	12	19995.0	1666.25
17622	Know the Signs: Protecting Your Children From Predators	12031	44087	2019-08-01	2019-08-01	4	6380.0	1595.0
17631	Understanding Addiction	12031	44087	2019-08-08	2019-08-08	4	6380.0	1595.0
17633	What Are Vaccines?	12031	44087	2019-08-27	2019-08-27	4	6380.0	1595.0
17760	AwarenessAugust Social Media Outreach	12031	44087	2019-07-17	2019-07-17	4	6380.0	1595.0
17716	All of Us: Healthy Aging 	17139	46227	2019-09-09	2019-09-09	12	96184.0	8015.333333333333
17718	All of Us: GBS CIDP Regional Conference	17139	46202	2019-09-07	2019-09-07	12	96184.0	8015.333333333333
18224	All of Us: Legacy Taste of the Garden Mobile Food Market	17139	46227	2019-10-08	2019-10-08	12	96184.0	8015.333333333333
20260	Indianapolis Bookmobile Ride-Along	17139	46208	2019-12-04	2019-12-04	12	96184.0	8015.333333333333
20320	All of Us Discussion Childhood Obesity Brightwood Branch	17139	46218	2019-10-09	2019-10-09	12	96184.0	8015.333333333333
20322	All of Us Discussion Childhood Obesity	17139	46218	2019-10-09	2019-10-09	12	96184.0	8015.333333333333
20325	All of Us Discussion Ask a Public Health Librarian	17139	46227	2019-11-11	2019-11-11	12	96184.0	8015.333333333333
20327	All of Us Discussion - Ask a Public Health Librarian Eagle	17139	46254	2019-11-13	2019-11-13	12	96184.0	8015.333333333333
23658	COVID-19 Awareness Table	17139	46254	2020-03-09	2020-03-09	12	96184.0	8015.333333333333
23660	The Role of Community-Engaged Research and Practice in addressing Environmental (In) Justice in the 21st Century - Table	17139	46202	2020-02-21	2020-02-21	12	96184.0	8015.333333333333
23662	Exhibit John H. Bonner Community Meeting	17139	46201	2020-02-20	2020-02-20	12	96184.0	8015.333333333333
27619	Health Insurance Literacy and how Librarians Can Help	17139	46202	2020-09-17	2020-09-17	12	96184.0	8015.333333333333
17723	Activate, Collaborate, Educate: Health Outreach Programming in Your Community	14099	14225	2019-09-10	2019-09-10	6	16368.0	2728.0
17730	Libraries, Literacy, and the Pursuit of Healthiness: A WNY Health Literacy Project Kick-off Event	14099	14225	2019-09-10	2019-09-10	6	16368.0	2728.0
22444	CPR for Teens	14099	14305	2020-02-04	2020-02-04	6	16368.0	2728.0
23641	Heart Healthy Cooking Demonstration	14099	14111	2020-03-11	2020-03-11	6	16368.0	2728.0
23645	Brain Dance Workshop	14099	14072	2020-03-07	2020-03-07	6	16368.0	2728.0
23647	Library Outreach from Cattaraugus Free Library	14099	14719	2020-03-06	2020-03-06	6	16368.0	2728.0
17728	Lunch and Learn	14710	63830	2019-09-04	2019-09-04	5	1109.0	221.8
18313	Lunch and Learn - October	14710	63830	2019-10-02	2019-10-02	5	1109.0	221.8
20879	Lunch and Learn - November 2019	14710	63830	2019-11-06	2019-11-06	5	1109.0	221.8
20881	Lunch and Learn - December	14710	63830	2019-12-04	2019-12-04	5	1109.0	221.8
21556	Lunch and Learn - January 2020	14710	63830	2020-01-08	2020-01-08	5	1109.0	221.8
17748	Evidenced Based Medicine Literature Searching	14093	53226	2019-09-12	2019-09-12	6	2800.0	466.6666666666667
26417	An Introduction to Consumer Health	14093	53151	2020-03-09	2020-03-09	6	2800.0	466.6666666666667
26419	Nursing Professional Development Fair	14093	53226	2020-01-20	2020-01-20	6	2800.0	466.6666666666667
26422	Searching for Medical Information	14093	53227	2019-05-10	2019-05-10	6	2800.0	466.6666666666667
26424	Library Resource and Literature Searching	14093	53226	2019-06-05	2019-06-05	6	2800.0	466.6666666666667
26426	Pediatric Nursing Conference	14093	53221	2019-10-30	2019-10-30	6	2800.0	466.6666666666667
17839	Consumer Health, Biomedical Research, and All of Us	10036	30809	2019-02-28	2019-02-28	5	10382.0	2076.4
17850	Consumer Health, Biomedical Research, and All of Us	10036	31201	2019-03-23	2019-03-23	5	10382.0	2076.4
17852	Consumer Health, Biomedical Research, and All of Us	10036	31211	2019-03-28	2019-03-28	5	10382.0	2076.4
17854	Consumer Health, Biomedical Research, and All of Us	10036	30809	2019-04-03	2019-04-03	5	10382.0	2076.4
17856	Consumer Health, Biomedical Research, and All of Us	10036	30906	2018-10-13	2018-10-13	5	10382.0	2076.4
17841	Suicide Prevention Training - Deming, NM 08/12/19	12975	88030	2019-08-12	2019-08-12	8	10000.0	1250.0
17882	Suicide Prevention Training - Anthony, NM 09/05/19	12975	88021	2019-09-05	2019-09-05	8	10000.0	1250.0
18045	HIV/AIDS Training - Anthony, NM 09/12/19	12975	88021	2019-09-12	2019-09-12	8	10000.0	1250.0
18443	Suicide Prevention Training - Las Cruces, NM 10/04/19	12975	88001	2019-10-04	2019-10-04	8	10000.0	1250.0
22800	Suicide Prevention Training - Sunland Park, NM	12975	88063	2020-01-24	2020-01-24	8	10000.0	1250.0
22844	HIV - AIDS Training - Sunland Park, NM	12975	88063	2020-02-07	2020-02-07	8	10000.0	1250.0
23077	HIV/AIDS Training â€“ Las Cruces, NM 02/21/20	12975	88003	2020-02-21	2020-02-21	8	10000.0	1250.0
24509	Suicide Prevention Training - Mescalero, NM	12975	88340	2020-03-11	2020-03-11	8	10000.0	1250.0
17858	AoU Geekâ€™d Con Exhibit - Shreveport Convention Center 08/2019	15392	71101	2019-08-15	2019-08-15	1	8780.0	8780.0
17862	Patient and Family Library Resources at the Miami Cancer Institute	13733	33176	2019-09-24	2019-09-24	2	900.0	450.0
18075	Using BHSF Internet Site to Access Consumer Health Information	13733	33176	2019-09-24	2019-09-24	2	900.0	450.0
17869	Ebenezer Road Farmers Market-June 4	13759	37923	2019-06-04	2019-06-04	28	4775.0	170.53571428571428
17871	Day Surgery Pop-Up, June	13759	37920	2019-06-25	2019-06-25	28	4775.0	170.53571428571428
17873	Inpatient Surgery Waiting Room Pop-Up	13759	37920	2019-07-02	2019-07-02	28	4775.0	170.53571428571428
17876	Cancer Institute Pop-Up, July	13759	37920	2019-07-11	2019-07-11	28	4775.0	170.53571428571428
17878	Inpatient Surgery Waiting Room Pop-Up, August	13759	37920	2019-08-06	2019-08-06	28	4775.0	170.53571428571428
17880	Day Surgery Pop-Up, August	13759	37920	2019-08-27	2019-08-27	28	4775.0	170.53571428571428
17888	Inpatient Surgery Waiting Room Pop-Up, September	13759	37920	2019-09-03	2019-09-03	28	4775.0	170.53571428571428
17947	Neonatal Intensive Care Unit Pop-Up, September	13759	37920	2019-09-23	2019-09-23	28	4775.0	170.53571428571428
17969	Ebenezer Road Farmer's Market, September	13759	37923	2019-09-24	2019-09-24	28	4775.0	170.53571428571428
18115	Inpatient Surgery Pop-Up, October 	13759	37920	2019-10-01	2019-10-01	28	4775.0	170.53571428571428
18333	Farmer's Market, October 15	13759	37923	2019-10-15	2019-10-15	28	4775.0	170.53571428571428
19266	Day Surgery, October	13759	37920	2019-10-22	2019-10-22	28	4775.0	170.53571428571428
19268	Farmer's Market, October	13759	37923	2019-10-29	2019-10-29	28	4775.0	170.53571428571428
19315	Inpatient Surgery Pop-Up, October	13759	37920	2019-11-05	2019-11-05	28	4775.0	170.53571428571428
19632	Cancer Institute Pop-Up, November	13759	37920	2019-11-14	2019-11-14	28	4775.0	170.53571428571428
19675	NICU Pop-Up, November 	13759	37920	2019-11-18	2019-11-18	28	4775.0	170.53571428571428
20456	Inpatient Surgery, December 	13759	37920	2019-12-03	2019-12-03	28	4775.0	170.53571428571428
20458	Day Surgery, December	13759	37920	2019-12-10	2019-12-10	28	4775.0	170.53571428571428
21639	Inpatient Surgery Waiting Room, January 2020	13759	37920	2020-01-15	2020-01-15	28	4775.0	170.53571428571428
21641	Cancer Waiting Room, January 2020	13759	37920	2020-01-16	2020-01-16	28	4775.0	170.53571428571428
22095	Inpatient Surgery Waiting Room Pop-Up, February	13759	37920	2020-02-04	2020-02-04	28	4775.0	170.53571428571428
23486	Cancer Institute, March Pop-Up	13759	37920	2020-03-12	2020-03-12	28	4775.0	170.53571428571428
24089	Inpatient Surgery Pop-Up, November	13759	37920	2019-11-05	2019-11-05	28	4775.0	170.53571428571428
24091	Inpatient Surgery Waiting Room, March	13759	37920	2020-03-03	2020-03-03	28	4775.0	170.53571428571428
24095	Inpatient Waiting Room, June	13759	37920	2019-06-04	2019-06-04	28	4775.0	170.53571428571428
24097	Cancer Institute, September	13759	37920	2019-09-12	2019-09-12	28	4775.0	170.53571428571428
24100	NICU, February 2020	13759	37920	2020-02-11	2020-02-11	28	4775.0	170.53571428571428
24102	Day Surgery, February 2020	13759	37920	2020-02-25	2020-02-25	28	4775.0	170.53571428571428
17890	eHealth : intro to MedlinePlus	13827	28716	2019-09-16	2019-09-16	1	5000.0	5000.0
17892	All of Us Greater Fairfield Staff Info Session	15295	06470	2019-07-19	2019-07-19	26	14075.0	541.3461538461538
17894	All of Us Greater Fairfield - Health Literacy Outreach	15295	06608	2019-09-03	2019-09-03	26	14075.0	541.3461538461538
18275	AoU Great Fairfield Outreach at Newtown Youth and Family Services - staff meeting 	15295	06482	2019-09-24	2019-09-24	26	14075.0	541.3461538461538
18355	All of Us Greater Fairfield Exhibit at the Newtown Health Fair	15295	06470	2019-09-28	2019-09-28	26	14075.0	541.3461538461538
18357	All of Us Greater Fairfield Outreach at the Newtown Senior Center for members	15295	06470	2019-09-27	2019-09-27	26	14075.0	541.3461538461538
19286	Need Help Fair at NYA in Newtown	15295	06470	2019-10-25	2019-10-25	26	14075.0	541.3461538461538
19463	All of Us Greater Fairfield Outreach at the Milford Public Library	15295	06460	2019-11-04	2019-11-04	26	14075.0	541.3461538461538
19879	C.H. Booth Library: Healthy Cooking Progam	15295	06470	2019-11-21	2019-11-21	26	14075.0	541.3461538461538
19881	C.H. Booth Library: Gentle Fitness Program	15295	06470	2019-11-14	2019-11-14	26	14075.0	541.3461538461538
21579	Newtown Center for Support & Wellness Staff Meeting	15295	06470	2019-12-10	2019-12-10	26	14075.0	541.3461538461538
21584	Community Health Information Session at CH Booth Library	15295	06470	2020-01-09	2020-01-09	26	14075.0	541.3461538461538
21587	Outreach Table at Stratford Library	15295	06615	2020-01-14	2020-01-14	26	14075.0	541.3461538461538
21650	Outreach Table at C.H. Booth Library	15295	06470	2020-01-16	2020-01-16	26	14075.0	541.3461538461538
21653	Community Health Information Session at C.H. Booth Library	15295	06470	2020-01-17	2020-01-17	26	14075.0	541.3461538461538
21715	Outreach Table at C.H. Booth Library	15295	06470	2020-01-17	2020-01-17	26	14075.0	541.3461538461538
22069	Outreach Table at Newtown Municipal Building (tax office)	15295	06470	2020-01-21	2020-01-21	26	14075.0	541.3461538461538
22081	Outreach Table at C.H. Booth Library	15295	06470	2020-01-23	2020-01-23	26	14075.0	541.3461538461538
22099	Outreach Table at Newtown Municipal Building (tax office)	15295	06470	2020-01-28	2020-01-28	26	14075.0	541.3461538461538
22118	Outreach Table at C.H. Booth Library	15295	06470	2020-01-28	2020-01-28	26	14075.0	541.3461538461538
22339	Outreach Presentation at Head O'Meadow Elementary PTA Meeting	15295	06470	2020-01-29	2020-01-29	26	14075.0	541.3461538461538
22341	Outreach Table at C.H. Booth Library-Children's Department	15295	06470	2020-01-30	2020-01-30	26	14075.0	541.3461538461538
22598	Outreach Table at Edith Wheeler Memorial Library	15295	06468	2020-02-01	2020-02-01	26	14075.0	541.3461538461538
22601	Outreach Presentation at a Nursing Class at Southern Connecticut State University	15295	06515	2020-02-04	2020-02-04	26	14075.0	541.3461538461538
22791	"Outreach Table at Newtown Community Center (during a ""Know Your Numbers"" clinic)"	15295	06470	2020-02-14	2020-02-14	26	14075.0	541.3461538461538
22829	Outreach Table at Newtown Post Office	15295	06470	2020-02-13	2020-02-13	26	14075.0	541.3461538461538
22831	Outreach Table at Newtown Municipal Center during a Know Your Numbers Clinic	15295	06470	2020-02-20	2020-02-20	26	14075.0	541.3461538461538
17918	Talk: Battlefield Surgery in Revolutionary War	13907	18103	2019-07-10	2019-07-10	3	3945.0	1315.0
17920	Talk: Hospitals of the Revolutionary Period	13907	18103	2019-07-18	2019-07-18	3	3945.0	1315.0
17922	Talk: Medical Care of George Washington at his Death	13907	18103	2019-07-30	2019-07-30	3	3945.0	1315.0
17996	AoU Game of Health Presentation - Groves Branch Library Lubbock 09/2019	12520	79407	2019-09-23	2019-09-23	3	13125.0	4375.0
18626	AoU Site Visit -Alpine Public Library Alpine 10/2019	12520	79830	2019-10-24	2019-10-24	3	13125.0	4375.0
18853	AoU Permian Basin Health Fair Exhibit - Odessa 10/2019	12520	79761	2019-10-05	2019-10-05	3	13125.0	4375.0
18031	Site Visit - Auburn Hills Public Library	12034	48326	2019-06-05	2019-06-05	5	19994.0	3998.8
18033	Site Visit - Auburn Hills Public Library	12034	48326	2019-06-26	2019-06-26	5	19994.0	3998.8
19099	Safe Fun in the Sun K-5 Program	12034	48326	2019-09-30	2019-09-30	5	19994.0	3998.8
19101	Spooky Bones K-5 Education Session	12034	48326	2019-10-21	2019-10-21	5	19994.0	3998.8
22869	Healthy Hearts - K - 5 Education Session	12034	48326	2020-02-03	2020-02-03	5	19994.0	3998.8
18092	Tai-Chi Class	11738	06066	2019-08-05	2019-08-05	5	4444.0	888.8
18094	Family Yoga	11738	06066	2019-09-07	2019-09-07	5	4444.0	888.8
18325	Senior Center Training: Medline Plus and Pillbox	11738	06066	2019-10-09	2019-10-09	5	4444.0	888.8
25487	Tai Chi	11738	06066	2020-01-27	2020-01-27	5	4444.0	888.8
25508	Family Yoga (March-May)	11738	06066	2020-03-03	2020-03-03	5	4444.0	888.8
18149	Introduction Health Literacy and the Opioid School-based Education Outreach Program	14029	15206	2019-09-18	2019-09-18	39	19999.0	512.7948717948718
18151	Planning meeting with 11th grade physical education teacher: review and finalize the opioid curriculum	14029	15206	2019-09-18	2019-09-18	39	19999.0	512.7948717948718
19330	Understanding the Opioid Crisis/Epidemic and the Science of Addiction: An Introduction.	14029	15206	2019-10-03	2019-10-03	39	19999.0	512.7948717948718
20340	Students continue to gain more detailed information about the effects of addiction in the brain and extent opioids high-jack areas of the brain responsible in controlling pleasure, decision making, judgment, and self-control.	14029	15206 	2019-11-07	2019-11-07	39	19999.0	512.7948717948718
21207	Continuation with Individual Student-Centered Opioid Research Activity to Support the Production of Peer Educator Education Videos.	14029	15206	2019-12-05	2019-12-05	39	19999.0	512.7948717948718
21209	Continuation with Individual Student-Centered Opioid Research Activity to Support the Production of Peer Educator Education Videos  	14029	15206	2019-12-06	2019-12-06	39	19999.0	512.7948717948718
21219	Video Script Writing to Support Production of Peer Educator Opioid Awareness Videos  	14029	15206	2019-12-12	2019-12-12	39	19999.0	512.7948717948718
21221	Continuation with the Video Script Writing to Support Production of Peer Educator Opioid Awareness Videos  	14029	15206	2019-12-19	2019-12-19	39	19999.0	512.7948717948718
21223	Research Activity:  Using MedlinePlus and Other NNLM Resources to Establish Studentsâ€™ Overall Understanding About the Opioids Epidemic	14029	15206	2019-12-05	2019-12-05	39	19999.0	512.7948717948718
21226	Whole Class Discussion to Support Studentsâ€™ On-going Understanding About the Opioids Epidemic and Teen Health	14029	15206	2019-12-19	2019-12-19	39	19999.0	512.7948717948718
21229	Understanding the Opioid Crisis/Epidemic and the Science of Addiction: An Introduction	14029	15206	2019-10-03	2019-10-03	39	19999.0	512.7948717948718
21231	Understanding the Opioid Crisis/Epidemic and the Science of Addiction: An Introduction	14029	15206	2019-10-10	2019-10-10	39	19999.0	512.7948717948718
21233	Continuation with the Program Overview	14029	15206	2019-10-16	2019-10-16	39	19999.0	512.7948717948718
21235	Understanding the Opioid Crisis: The Neonatal Abstinence Syndrome (NAS)	14029	15206	2019-10-17	2019-10-17	39	19999.0	512.7948717948718
21237	The Science of Additions and Effects on Teen Brain 	14029	15206	2019-10-24	2019-10-24	39	19999.0	512.7948717948718
21239	The Science of Additions and Effects on Teen Brain 	14029	15206	2019-10-24	2019-10-24	39	19999.0	512.7948717948718
21241	Introduction to Public Service Announcement Peer Educator Videos 	14029	15206	2019-10-30	2019-10-30	39	19999.0	512.7948717948718
21243	Continuation with the Introduction to Public Service Announcement Peer Educator Videos	14029	15206	2019-10-31	2019-10-31	39	19999.0	512.7948717948718
21245	One Choice Changes Everything	14029	15206	2019-10-31	2019-10-31	39	19999.0	512.7948717948718
21247	Understanding the Opioid Crisis: Where do I begin? 	14029	15206	2019-11-07	2019-11-07	39	19999.0	512.7948717948718
21249	Continuation: Understanding the Opioid Crisis: Where do I begin?	14029	15206	2019-11-08	2019-11-08	39	19999.0	512.7948717948718
21251	Opioids: Real People. Real Stories. Real Science.  	14029	15206	2019-11-14	2019-11-14	39	19999.0	512.7948717948718
21253	Opioid Research Activity to Support the Production of Peer Educator Education Videos  	14029	15206	2019-11-21	2019-11-21	39	19999.0	512.7948717948718
21255	Opioid Research Activity to Support the Production of Peer Educator Education Videos 	14029	15206	2019-11-21	2019-11-21	39	19999.0	512.7948717948718
21257	Understanding the Opioid Crisis: Where do I begin? 	14029	15206	2019-11-07	2019-11-07	39	19999.0	512.7948717948718
21259	Opioids: Real People. Real Stories. Real Science	14029	15206	2019-11-21	2019-11-21	39	19999.0	512.7948717948718
22329	Recap of the Video Script Writing Process to Support Production of Peer Educator Opioid Awareness Videos  	14029	15206	2020-01-23	2020-01-23	39	19999.0	512.7948717948718
22331	Video Production for the Peer Educator Opioid Awareness   	14029	15206	2020-01-30	2020-01-30	39	19999.0	512.7948717948718
22333	Whole Class Discussion to Consolidate Program Sessions 	14029	15206	2020-01-09	2020-01-09	39	19999.0	512.7948717948718
22335	Post-Survey Activity 	14029	15206	2020-01-16	2020-01-16	39	19999.0	512.7948717948718
23608	Continuation with the Video Production for Opioids Peer Education Awareness   	14029	15206	2020-02-05	2020-02-05	39	19999.0	512.7948717948718
23610	Continuation with the Video Production for Opioids Peer Education Awareness   	14029	15206	2020-02-20	2020-02-20	39	19999.0	512.7948717948718
23612	Public Service Announcements: Opioids Peer Education Awareness Students Presentations 	14029	15206	2020-02-27	2020-02-27	39	19999.0	512.7948717948718
23614	Understanding Prescription Opioids and the Science of Addiction- An Introduction	14029	15206	2020-02-06	2020-02-06	39	19999.0	512.7948717948718
23617	Understanding Prescription Opioids and the Science of Addiction - A Continuation	14029	15206	2020-02-13	2020-02-13	39	19999.0	512.7948717948718
23619	Discussions: Teens Mix Prescription Opioids with Other Substances Infographics Handout 	14029	15206	2020-02-25	2020-02-25	39	19999.0	512.7948717948718
23950	Continuation with the Public Service Announcements: Opioids Peer Education Awareness Students Presentations 	14029	15206	2020-03-04	2020-03-04	39	19999.0	512.7948717948718
23952	Program Evaluation using Post-Survey and Individual Student Reflections	14029	15206	2020-03-05	2020-03-05	39	19999.0	512.7948717948718
23954	Research Activity: Confronting the Opioids Crisis.	14029	15206	2020-03-05	2020-03-05	39	19999.0	512.7948717948718
18267	Data Navigators 2.0	15331	02903	2019-09-17	2019-09-17	8	12890.0	1611.25
18337	NNLM Presentation:  From A(ddiction) to Z(its): Supporting Teens with Health Information	15331	02903	2019-10-09	2019-10-09	8	12890.0	1611.25
19350	Data Navigators 2.0	15331	02903	2019-10-03	2019-10-03	8	12890.0	1611.25
20203	Data Navigators 2.0	15331	02903	2019-11-04	2019-11-04	8	12890.0	1611.25
21284	Data Navigators 2.0 - December report	15331	02903	2019-12-03	2019-12-03	8	12890.0	1611.25
21540	Data Navigation 2.0 - January 7th 	15331	02903	2020-01-07	2020-01-07	8	12890.0	1611.25
23192	Data Navigators 2.0- Feb. 2020	15331	02903	2020-02-06	2020-02-06	8	12890.0	1611.25
24460	Data Navigators 2.0	15331	02903	2020-03-03	2020-03-03	8	12890.0	1611.25
18271	The Living Person's Guide to Dying series:  Digital Estate Planning	15309	02067	2019-09-26	2019-09-26	4	8000.0	2000.0
19235	a Living Person's Guide to Dying: Planning for Death with Kristen Fumarola	15309	02067	2019-10-17	2019-10-17	4	8000.0	2000.0
19239	Home Funerals with Kristen Fumarola	15309	02067	2019-10-01	2019-10-01	4	8000.0	2000.0
29030	A Living Person's Guide to Dying: Social Security & Medicare--All You Need to Know with Nora Yousif	15309	02067	2020-10-22	2020-10-22	4	8000.0	2000.0
18317	Mindful Movement and Medical Literacy	15322	04609	2019-09-30	2019-09-30	16	15000.0	937.5
19334	Mindful Movement and Medical Literacy	15322	04649	2019-10-21	2019-10-21	16	15000.0	937.5
20218	Hospice and Bereavement Care for Occupational Therapists	15322	04401	2019-11-05	2019-11-05	16	15000.0	937.5
20220	Mindful Movement & Medical Literacy	15322	04649	2019-11-18	2019-11-18	16	15000.0	937.5
20792	Mindful Movement and Medical Literacy	15322	04649	2019-12-09	2019-12-09	16	15000.0	937.5
21133	Mindful Movement & Medical Literacy	15322	04654	2019-12-16	2019-12-16	16	15000.0	937.5
21823	Mindful Movement & Medical Literacy	15322	04654	2020-01-13	2020-01-13	16	15000.0	937.5
22836	Mindful Movement & Medical Literacy	15322	04654	2020-02-10	2020-02-10	16	15000.0	937.5
22894	Mindful Movement & Medical Literacy	15322	04652	2020-02-03	2020-02-03	16	15000.0	937.5
22903	Mindful Movement & Medical Literacy	15322	04649	2020-01-27	2020-01-27	16	15000.0	937.5
23095	Mindful Movement & Medical Literacy	15322	04649	2020-01-27	2020-01-27	16	15000.0	937.5
23163	Mindful Movement & Medical Literacy	15322	04652	2020-02-03	2020-02-03	16	15000.0	937.5
23178	Mindful Movement & Medical Literacy	15322	04654	2020-02-10	2020-02-10	16	15000.0	937.5
23453	Mindful Movement & Medical Literacy	15322	04666	2020-02-24	2020-02-24	16	15000.0	937.5
24721	National Diabetes Prevention Program	15322	04654	2020-01-14	2020-01-14	16	15000.0	937.5
24729	Cancer Patient Navigator Program Increasing Access to Health Resources	15322	04654	2019-05-01	2019-05-01	16	15000.0	937.5
18345	Apps for Managing Your Fitness	18133	19001	2019-09-24	2019-09-24	12	19999.0	1666.5833333333333
19313	Apps for Managing Nutrition	18133	19107	2019-10-01	2019-10-01	12	19999.0	1666.5833333333333
